nominal_head_id,nominal_head_lemma,nominal_head_upos,dependent_id,dependent_lemma,dependent_upos,dependent_deprel,distance,position,num_dependents_nominal,num_dependents_dependent,ezafe_label,is_verbal,source_file
18.0,āgāhīh,NOUN,15.0,ān,DET,det,3.0,before,3,1,2,0,NM_K35.conllu
18.0,āgāhīh,NOUN,17.0,mahist,ADJ,amod,1.0,before,3,2,1,0,NM_K35.conllu
18.0,āgāhīh,NOUN,20.0,dēn,NOUN,nmod,2.0,after,3,3,1,0,NM_K35.conllu
20.0,dēn,NOUN,19.0,ī,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
20.0,dēn,NOUN,22.0,mazdēsn,NOUN,nmod,2.0,after,2,2,1,0,NM_K35.conllu
22.0,mazdēsn,NOUN,21.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
3.0,pas-xradīh,NOUN,1.0,andak,ADV,amod,2.0,before,2,2,2,0,NM_K35.conllu
3.0,pas-xradīh,NOUN,5.0,waxr-wēnišnīh,NOUN,conj,2.0,after,2,2,2,0,NM_K35.conllu
5.0,waxr-wēnišnīh,NOUN,4.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
2.0,man,PRON,1.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
5.0,andōh,NOUN,2.0,man,PRON,nmod,3.0,before,2,2,2,0,NM_K35.conllu
5.0,andōh,NOUN,3.0,fradom,ADJ,amod,2.0,before,2,2,2,0,NM_K35.conllu
10.0,ul-matīh,NOUN,9.0,spurrīg,ADJ,amod,1.0,before,2,1,2,0,NM_K35.conllu
10.0,ul-matīh,NOUN,12.0,rōšnīh,NOUN,conj,2.0,after,2,3,2,0,NM_K35.conllu
12.0,rōšnīh,NOUN,11.0,fradom,ADJ,amod,1.0,before,2,1,2,0,NM_K35.conllu
12.0,rōšnīh,NOUN,13.0,xwēš,PRON,nmod,1.0,after,2,1,2,0,NM_K35.conllu
17.0,ašmāh,PRON,16.0,ud,CCONJ,cc:nc,1.0,before,1,1,2,0,NM_K35.conllu
18.0,dudīgarīh,NOUN,20.0,man,PRON,nmod,2.0,after,1,2,1,0,NM_K35.conllu
20.0,man,PRON,19.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
3.0,wizīr,NOUN,2.0,ān,DET,det,1.0,before,1,2,2,0,NM_K35.conllu
14.0,dād,NOUN,15.0,ēw,NUM,nummod,1.0,after,3,1,2,0,NM_K35.conllu
14.0,dād,NOUN,17.0,kišwar,NOUN,nmod,3.0,after,3,2,1,0,NM_K35.conllu
14.0,dād,NOUN,19.0,dādestān,NOUN,conj,5.0,after,3,4,2,0,NM_K35.conllu
17.0,kišwar,NOUN,16.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
19.0,dādestān,NOUN,18.0,ud,CCONJ,cc,1.0,before,3,1,2,0,NM_K35.conllu
19.0,dādestān,NOUN,20.0,ēw,NUM,nummod,1.0,after,3,1,2,0,NM_K35.conllu
19.0,dādestān,NOUN,22.0,gēhān-masāy,NOUN,nmod,3.0,after,3,2,1,0,NM_K35.conllu
22.0,gēhān-masāy,NOUN,21.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
4.0,šādurwān,NOUN,3.0,pad,ADP,case,1.0,before,3,1,2,0,NM_K35.conllu
4.0,šādurwān,NOUN,8.0,hanǰaman,NOUN,nmod,4.0,after,3,3,2,0,NM_K35.conllu
4.0,šādurwān,NOUN,14.0,hamrasišnīh,NOUN,conj,10.0,after,3,3,2,0,NM_K35.conllu
6.0,mow,NOUN,5.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
8.0,hanǰaman,NOUN,6.0,mow,NOUN,nmod,2.0,before,2,2,1,0,NM_K35.conllu
8.0,hanǰaman,NOUN,11.0,dar,NOUN,nmod,3.0,after,2,2,2,0,NM_K35.conllu
10.0,pārs,PROPN,9.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
11.0,dar,NOUN,10.0,pārs,PROPN,nmod,1.0,before,1,2,1,0,NM_K35.conllu
14.0,hamrasišnīh,NOUN,12.0,abārīg,DET,det,2.0,before,2,1,2,0,NM_K35.conllu
14.0,hamrasišnīh,NOUN,13.0,was,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
19.0,mow,NOUN,17.0,ēw-hazār,NUM,nummod,2.0,before,2,2,2,0,NM_K35.conllu
19.0,mow,NOUN,18.0,hudēn,ADJ,amod,1.0,before,2,1,2,0,NM_K35.conllu
26.0,ǰud-uskārišn-īh,NOUN,27.0,padīrag-handāzišnīh,NOUN,conj,1.0,after,1,1,2,0,NM_K35.conllu
30.0,man,PRON,29.0,abāg,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
32.0,sar,NOUN,31.0,abārīg,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
32.0,sar,NOUN,33.0,mow,NOUN,nmod,1.0,after,2,2,2,0,NM_K35.conllu
33.0,mow,NOUN,35.0,dēn,NOUN,nmod,2.0,after,1,2,1,0,NM_K35.conllu
35.0,dēn,NOUN,34.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
41.0,dād,NOUN,40.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
45.0,framān,NOUN,44.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
2.0,ašmāh,PRON,1.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
3.0,ēn,PRON,4.0,-iz,ADV,advmod,1.0,after,1,1,2,0,NM_K35.conllu
11.0,maγ,NOUN,13.0,tan,NOUN,nmod,2.0,after,1,2,1,0,NM_K35.conllu
13.0,tan,NOUN,12.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
15.0,wizēn,NOUN,14.0,pad,ADP,case,1.0,before,2,1,2,0,NM_K35.conllu
15.0,wizēn,NOUN,18.0,pāšom,NOUN,nmod,3.0,after,2,4,1,0,NM_K35.conllu
18.0,pāšom,NOUN,16.0,ī,DET,det,2.0,before,3,1,2,0,NM_K35.conllu
18.0,pāšom,NOUN,17.0,čahār,NUM,nummod,1.0,before,3,1,2,0,NM_K35.conllu
18.0,pāšom,NOUN,20.0,zamānag,NOUN,nmod,2.0,after,3,2,1,0,NM_K35.conllu
20.0,zamānag,NOUN,19.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
26.0,dēn,NOUN,25.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
28.0,dastwar,NOUN,26.0,dēn,NOUN,nmod,2.0,before,2,2,1,0,NM_K35.conllu
28.0,dastwar,NOUN,27.0,ī,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
29.0,dādestānīh,NOUN,24.0,ān,DET,det,5.0,before,2,1,2,0,NM_K35.conllu
29.0,dādestānīh,NOUN,28.0,dastwar,NOUN,nmod,1.0,before,2,3,1,0,NM_K35.conllu
32.0,dādestān,NOUN,30.0,az,ADP,case,2.0,before,2,1,2,0,NM_K35.conllu
32.0,dādestān,NOUN,31.0,harw,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
35.0,ēwēnag,NOUN,34.0,ud,CCONJ,cc,1.0,before,3,1,2,0,NM_K35.conllu
35.0,ēwēnag,NOUN,37.0,dād,NOUN,conj,2.0,after,3,2,2,0,NM_K35.conllu
35.0,ēwēnag,NOUN,39.0,kišwar,NOUN,nmod,4.0,after,3,2,1,0,NM_K35.conllu
37.0,dād,NOUN,36.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
39.0,kišwar,NOUN,38.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
3.0,uskār,NOUN,2.0,pad,ADP,case,1.0,before,2,1,2,0,NM_K35.conllu
3.0,uskār,NOUN,6.0,pāšom,NOUN,nmod,3.0,after,2,3,1,0,NM_K35.conllu
6.0,pāšom,NOUN,4.0,ī,DET,det,2.0,before,2,1,2,0,NM_K35.conllu
6.0,pāšom,NOUN,5.0,ham,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
19.0,ham-brādag,NOUN,16.0,se,NUM,nummod,3.0,before,1,2,2,0,NM_K35.conllu
21.0,wis,NOUN,20.0,andar,ADP,case,1.0,before,2,1,2,0,NM_K35.conllu
21.0,wis,NOUN,23.0,stāyīdār,NOUN,nmod,2.0,after,2,3,1,0,NM_K35.conllu
23.0,stāyīdār,NOUN,22.0,ī,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
23.0,stāyīdār,NOUN,25.0,hanǰamanīg,ADJ,amod,2.0,after,2,2,1,0,NM_K35.conllu
30.0,duš-menišnīh,NOUN,28.0,ēdōn,ADV,advmod,2.0,before,2,1,2,0,NM_K35.conllu
30.0,duš-menišnīh,NOUN,29.0,h-,AUX,cop,1.0,before,2,1,2,1,NM_K35.conllu
5.0,wāzag,NOUN,2.0,ōy,PRON,obl,3.0,before,2,1,2,0,NM_K35.conllu
5.0,wāzag,NOUN,4.0,ēn,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
4.0,xwēš,PRON,3.0,ō,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
10.0,hanǰaman,NOUN,9.0,abar,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
13.0,sīrāz,PROPN,11.0,ī,DET,det,2.0,before,2,1,2,0,NM_K35.conllu
13.0,sīrāz,PROPN,12.0,abar,ADP,case,1.0,before,2,1,2,0,NM_K35.conllu
15.0,wināh,NOUN,16.0,-iz,ADV,advmod,1.0,after,1,1,2,0,NM_K35.conllu
8.0,hanǰaman,NOUN,7.0,pad,ADP,case,1.0,before,2,1,2,0,NM_K35.conllu
8.0,hanǰaman,NOUN,10.0,tuγzγuz,PROPN,nmod,2.0,after,2,2,1,0,NM_K35.conllu
10.0,tuγzγuz,PROPN,9.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
6.0,xīr,NOUN,4.0,abar,ADP,case,2.0,before,2,1,2,0,NM_K35.conllu
6.0,xīr,NOUN,5.0,ēn,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
8.0,xwēš,PRON,7.0,andar,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
13.0,zarduxšt,PROPN,12.0,čiyōn,SCONJ,case,1.0,before,2,1,2,0,NM_K35.conllu
13.0,zarduxšt,PROPN,15.0,ādurfarnbay,PROPN,nmod,2.0,after,2,2,1,0,NM_K35.conllu
15.0,ādurfarnbay,PROPN,14.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
3.0,ašmāh,PRON,2.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
1.0,pāsox,NOUN,4.0,kust,NOUN,nmod,3.0,after,1,3,1,0,NM_K35.conllu
4.0,kust,NOUN,2.0,ī,DET,det,2.0,before,2,1,2,0,NM_K35.conllu
4.0,kust,NOUN,3.0,az,ADP,case,1.0,before,2,1,2,0,NM_K35.conllu
1.0,dusrawīh,NOUN,4.0,mardōm,NOUN,nmod,3.0,after,1,3,1,0,NM_K35.conllu
4.0,mardōm,NOUN,2.0,ī,DET,det,2.0,before,2,1,2,0,NM_K35.conllu
4.0,mardōm,NOUN,3.0,andar,ADP,case,1.0,before,2,1,2,0,NM_K35.conllu
2.0,bār,NOUN,5.0,ruwān,NOUN,nmod,3.0,after,1,3,1,0,NM_K35.conllu
5.0,ruwān,NOUN,3.0,ī,DET,det,2.0,before,2,1,2,0,NM_K35.conllu
5.0,ruwān,NOUN,4.0,pad,ADP,case,1.0,before,2,1,2,0,NM_K35.conllu
2.0,darrišn,NOUN,4.0,pahikārišn,NOUN,conj,2.0,after,2,1,2,0,NM_K35.conllu
2.0,darrišn,NOUN,6.0,ohrmazd,PROPN,nmod,4.0,after,2,3,1,0,NM_K35.conllu
6.0,ohrmazd,PROPN,5.0,ī,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
6.0,ohrmazd,PROPN,8.0,zardušt,PROPN,conj,2.0,after,2,2,2,0,NM_K35.conllu
8.0,zardušt,PROPN,7.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
7.0,ašmāh,PRON,8.0,xwēš,PRON,det:poss,1.0,after,1,1,2,0,NM_K35.conllu
9.0,dēn-āgāhīh,NOUN,7.0,ašmāh,PRON,det:poss,2.0,before,2,2,2,0,NM_K35.conllu
9.0,dēn-āgāhīh,NOUN,11.0,ruwān-bōzāgīh,NOUN,conj,2.0,after,2,2,2,0,NM_K35.conllu
11.0,ruwān-bōzāgīh,NOUN,10.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
16.0,hangōšīdag,NOUN,15.0,ān,DET,det,1.0,before,3,2,2,0,NM_K35.conllu
16.0,hangōšīdag,NOUN,19.0,tan-bizešk,NOUN,nmod,3.0,after,3,2,2,0,NM_K35.conllu
16.0,hangōšīdag,NOUN,30.0,dādan,VERB,acl:relcl,14.0,after,3,7,2,1,NM_K35.conllu
18.0,ōy,PRON,17.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
19.0,tan-bizešk,NOUN,18.0,ōy,PRON,det,1.0,before,1,2,1,0,NM_K35.conllu
24.0,zadan,NOUN,23.0,dandān-dard,NOUN,nmod,1.0,before,2,1,2,0,NM_K35.conllu
24.0,zadan,NOUN,25.0,rāy,ADP,case,1.0,after,2,1,2,0,NM_K35.conllu
12.0,dandān,NOUN,13.0,-iz,ADV,advmod,1.0,after,2,1,2,0,NM_K35.conllu
12.0,dandān,NOUN,15.0,wēmār,ADJ,amod,3.0,after,2,2,1,0,NM_K35.conllu
3.0,hudēn,NOUN,4.0,-iz,ADV,advmod:emph,1.0,after,2,1,2,0,NM_K35.conllu
3.0,hudēn,NOUN,6.0,ērānšahr,PROPN,nmod,3.0,after,2,2,1,0,NM_K35.conllu
6.0,ērānšahr,PROPN,5.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
7.0,frazānagīh,NOUN,9.0,dēn-āgāhīh,NOUN,conj,2.0,after,2,2,2,0,NM_K35.conllu
7.0,frazānagīh,NOUN,11.0,hērbed,NOUN,nmod,4.0,after,2,3,1,0,NM_K35.conllu
9.0,dēn-āgāhīh,NOUN,8.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
21.0,pēšag,NOUN,22.0,-iz,ADV,advmod,1.0,after,2,1,2,0,NM_K35.conllu
21.0,pēšag,NOUN,24.0,wēmār,ADJ,amod,3.0,after,2,2,1,0,NM_K35.conllu
26.0,wirāyišn,NOUN,25.0,darmān,NOUN,nmod,1.0,before,2,1,2,0,NM_K35.conllu
26.0,wirāyišn,NOUN,27.0,ārāyišn,NOUN,conj,1.0,after,2,1,2,0,NM_K35.conllu
32.0,pēšag,NOUN,31.0,pad,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
36.0,niyāz,NOUN,35.0,was,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
36.0,niyāz,NOUN,37.0,ēw,DET,det,1.0,after,2,1,2,0,NM_K35.conllu
39.0,xrad,NOUN,38.0,ō,ADP,case,1.0,before,3,1,2,0,NM_K35.conllu
39.0,xrad,NOUN,40.0,dānāgīh,NOUN,conj,1.0,after,3,1,2,0,NM_K35.conllu
39.0,xrad,NOUN,42.0,hērbed,NOUN,nmod,3.0,after,3,3,1,0,NM_K35.conllu
42.0,hērbed,NOUN,41.0,ī,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
42.0,hērbed,NOUN,43.0,xwadāy,NOUN,appos,1.0,after,2,1,2,0,NM_K35.conllu
2.0,āwāmīg,NOUN,5.0,pādixšāy,NOUN,amod,3.0,after,2,2,1,0,NM_K35.conllu
2.0,āwāmīg,NOUN,15.0,kirdan,VERB,acl:relcl,13.0,after,2,7,2,1,NM_K35.conllu
5.0,pādixšāy,NOUN,4.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
9.0,gōnag,NOUN,7.0,pad,ADP,case,2.0,before,2,1,2,0,NM_K35.conllu
9.0,gōnag,NOUN,8.0,was,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
10.0,hu-ērīh,NOUN,11.0,nāmgānīh,NOUN,conj,1.0,after,1,1,2,0,NM_K35.conllu
2.0,gōnag,NOUN,1.0,wasīhā,ADJ,amod,1.0,before,2,1,2,0,NM_K35.conllu
2.0,gōnag,NOUN,4.0,gētī,ADJ,amod,2.0,after,2,3,1,0,NM_K35.conllu
10.0,nibišt,NOUN,9.0,pad,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
16.0,hērbed,NOUN,15.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
3.0,kas,PRON,4.0,-iz,ADV,advmod:emph,1.0,after,1,1,2,0,NM_K35.conllu
4.0,nibištag,NOUN,3.0,ān,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
6.0,xwurdag,NOUN,5.0,pad,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
6.0,gōwišn,NOUN,5.0,ō,ADP,case,1.0,before,2,1,2,0,NM_K35.conllu
6.0,gōwišn,NOUN,7.0,frazānag,NOUN,nmod,1.0,after,2,2,2,0,NM_K35.conllu
7.0,frazānag,NOUN,9.0,dēn-āgāh,NOUN,conj,2.0,after,1,2,2,0,NM_K35.conllu
9.0,dēn-āgāh,NOUN,8.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
9.0,rāh,NOUN,6.0,ī,DET,det,3.0,before,3,1,2,0,NM_K35.conllu
9.0,rāh,NOUN,7.0,abar,ADP,case,2.0,before,3,1,2,0,NM_K35.conllu
9.0,rāh,NOUN,8.0,ōwōn,DET,det,1.0,before,3,1,2,0,NM_K35.conllu
21.0,sahm,NOUN,20.0,ham,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
21.0,sahm,NOUN,22.0,rāy,ADP,case,1.0,after,2,1,2,0,NM_K35.conllu
27.0,andar-kār-dārišnīh,NOUN,26.0,spurrīg,ADJ,amod,1.0,before,3,1,2,0,NM_K35.conllu
27.0,andar-kār-dārišnīh,NOUN,29.0,āb,NOUN,nmod,2.0,after,3,3,1,0,NM_K35.conllu
27.0,andar-kār-dārišnīh,NOUN,38.0,nērang,NOUN,conj,11.0,after,3,2,2,0,NM_K35.conllu
29.0,āb,NOUN,28.0,ī,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
29.0,āb,NOUN,31.0,gōmēz,NOUN,conj,2.0,after,2,2,2,0,NM_K35.conllu
31.0,gōmēz,NOUN,30.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
33.0,pahrēz,NOUN,32.0,ud,CCONJ,cc,1.0,before,3,1,2,0,NM_K35.conllu
33.0,pahrēz,NOUN,35.0,rawišn,NOUN,conj,2.0,after,3,2,2,0,NM_K35.conllu
33.0,pahrēz,NOUN,37.0,kunišn,NOUN,conj,4.0,after,3,2,2,0,NM_K35.conllu
35.0,rawišn,NOUN,34.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
37.0,kunišn,NOUN,36.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
38.0,nērang,NOUN,33.0,pahrēz,NOUN,nmod,5.0,before,1,4,2,0,NM_K35.conllu
43.0,dastwar,NOUN,42.0,ō,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
9.0,xwēšīhišnīh,NOUN,8.0,hamdādestānīh,NOUN,nmod,1.0,before,1,1,2,0,NM_K35.conllu
12.0,nimāyišn,NOUN,10.0,ēn,DET,det,2.0,before,1,1,2,0,NM_K35.conllu
4.0,wizīr,NOUN,3.0,andar,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
13.0,ǰār,NOUN,14.0,ēw,DET,det,1.0,after,1,1,2,0,NM_K35.conllu
16.0,yōǰdāsrgar,NOUN,20.0,šustan,VERB,acl:relcl,4.0,after,1,4,1,1,NM_K35.conllu
23.0,dēn,NOUN,22.0,pad,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
29.0,yōǰdāsrgar,NOUN,31.0,dēnīg,ADJ,amod,2.0,after,1,2,1,0,NM_K35.conllu
32.0,astīh,NOUN,29.0,yōǰdāsrgar,NOUN,nmod,3.0,before,1,2,2,0,NM_K35.conllu
35.0,nērang-šnāsīh,NOUN,33.0,az,ADP,case,2.0,before,2,1,2,0,NM_K35.conllu
35.0,nērang-šnāsīh,NOUN,37.0,hērbed,NOUN,nmod,2.0,after,2,3,1,0,NM_K35.conllu
37.0,hērbed,NOUN,36.0,ī,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
37.0,hērbed,NOUN,39.0,xwadāy,NOUN,appos,2.0,after,2,2,1,0,NM_K35.conllu
39.0,xwadāy,NOUN,38.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
42.0,ham,PRON,41.0,az,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
45.0,kār,NOUN,5.0,dīdan,VERB,advcl,40.0,before,7,6,2,1,NM_K35.conllu
45.0,kār,NOUN,25.0,ī,DET,cc,20.0,before,7,1,2,0,NM_K35.conllu
45.0,kār,NOUN,40.0,paydāg,ADJ,advcl,5.0,before,7,6,2,0,NM_K35.conllu
45.0,kār,NOUN,42.0,ham,PRON,obl,3.0,before,7,2,2,0,NM_K35.conllu
45.0,kār,NOUN,43.0,bē,ADV,advmod,2.0,before,7,1,2,0,NM_K35.conllu
45.0,kār,NOUN,44.0,wizīr,NOUN,nsubj,1.0,before,7,1,2,0,NM_K35.conllu
45.0,kār,NOUN,46.0,h-,AUX,aux,1.0,after,7,1,2,1,NM_K35.conllu
7.0,kirdan,NOUN,5.0,nibēsišn,NOUN,nmod,2.0,before,1,1,2,0,NM_K35.conllu
9.0,saxtag-nigerišnīh,NOUN,1.0,bē,CCONJ,cc,8.0,before,6,1,2,0,NM_K35.conllu
9.0,saxtag-nigerišnīh,NOUN,2.0,ēg,ADV,advmod:tmod,7.0,before,6,2,2,0,NM_K35.conllu
9.0,saxtag-nigerišnīh,NOUN,4.0,ōwōn,ADV,advmod,5.0,before,6,1,2,0,NM_K35.conllu
9.0,saxtag-nigerišnīh,NOUN,7.0,kirdan,NOUN,nsubj,2.0,before,6,2,2,0,NM_K35.conllu
9.0,saxtag-nigerišnīh,NOUN,8.0,abēr,ADV,advmod,1.0,before,6,1,2,0,NM_K35.conllu
9.0,saxtag-nigerišnīh,NOUN,34.0,zāyīhistan,VERB,advcl,25.0,after,6,5,2,1,NM_K35.conllu
12.0,sam-padīrišnīh,NOUN,11.0,az1,ADP,case,1.0,before,4,1,2,0,NM_K35.conllu
12.0,sam-padīrišnīh,NOUN,14.0,yōǰdāsrgar,NOUN,nmod,2.0,after,4,2,1,0,NM_K35.conllu
12.0,sam-padīrišnīh,NOUN,16.0,wirāyišn,NOUN,conj,4.0,after,4,2,2,0,NM_K35.conllu
12.0,sam-padīrišnīh,NOUN,23.0,kirdan,NOUN,conj,11.0,after,4,3,2,0,NM_K35.conllu
14.0,yōǰdāsrgar,NOUN,13.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
16.0,wirāyišn,NOUN,15.0,ān,PRON,nmod,1.0,before,1,1,2,0,NM_K35.conllu
19.0,xēm,NOUN,17.0,abar,ADP,case,2.0,before,3,1,2,0,NM_K35.conllu
19.0,xēm,NOUN,18.0,xwēš,PRON,det:poss,1.0,before,3,1,2,0,NM_K35.conllu
19.0,xēm,NOUN,21.0,rawišn,NOUN,conj,2.0,after,3,2,2,0,NM_K35.conllu
21.0,rawišn,NOUN,20.0,ud,CCONJ,cc,1.0,before,1,1,2,0,NM_K35.conllu
23.0,kirdan,NOUN,19.0,xēm,NOUN,obl,4.0,before,2,4,2,0,NM_K35.conllu
23.0,kirdan,NOUN,22.0,paydāg,ADJ,amod,1.0,before,2,1,2,0,NM_K35.conllu
25.0,zyān,NOUN,24.0,was,DET,det,1.0,before,4,1,2,0,NM_K35.conllu
25.0,zyān,NOUN,26.0,a-dādīh,NOUN,conj,1.0,after,4,1,2,0,NM_K35.conllu
25.0,zyān,NOUN,27.0,škeft-handēšišnīh,NOUN,conj,2.0,after,4,2,2,0,NM_K35.conllu
25.0,zyān,NOUN,30.0,dusrawīh,NOUN,conj,5.0,after,4,3,1,0,NM_K35.conllu
27.0,škeft-handēšišnīh,NOUN,29.0,mardōm,NOUN,nmod,2.0,after,1,1,2,0,NM_K35.conllu
30.0,dusrawīh,NOUN,28.0,ī,DET,det,2.0,before,2,1,2,0,NM_K35.conllu
30.0,dusrawīh,NOUN,32.0,wizīrgar,NOUN,nmod,2.0,after,2,2,1,0,NM_K35.conllu
32.0,wizīrgar,NOUN,31.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
3.0,sahm,NOUN,2.0,ān,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
3.0,sahm,NOUN,4.0,wišeg,NOUN,conj,1.0,after,2,2,2,0,NM_K35.conllu
4.0,wišeg,NOUN,6.0,yōǰdāsrgar,NOUN,nmod,2.0,after,1,2,1,0,NM_K35.conllu
6.0,yōǰdāsrgar,NOUN,5.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
9.0,rāh,NOUN,7.0,pad,ADP,case,2.0,before,2,1,2,0,NM_K35.conllu
9.0,rāh,NOUN,8.0,any,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
11.0,paydāgīh,NOUN,1.0,ān,DET,nsubj,10.0,before,4,2,2,0,NM_K35.conllu
11.0,paydāgīh,NOUN,9.0,ēstādan,VERB,advcl,2.0,before,4,3,2,1,NM_K35.conllu
11.0,paydāgīh,NOUN,10.0,pad,ADP,case,1.0,before,4,1,2,0,NM_K35.conllu
11.0,paydāgīh,NOUN,12.0,h-,AUX,cop,1.0,after,4,1,2,1,NM_K35.conllu
3.0,nibišt,NOUN,2.0,ašmāh,PRON,nmod,1.0,before,1,1,2,0,NM_K35.conllu
10.0,čāštag,NOUN,9.0,az,ADP,case,1.0,before,2,1,2,0,NM_K35.conllu
10.0,čāštag,NOUN,11.0,ēw,DET,det,1.0,after,2,1,2,0,NM_K35.conllu
8.0,čāštag,NOUN,6.0,pad,ADP,case,2.0,before,2,1,2,0,NM_K35.conllu
8.0,čāštag,NOUN,9.0,ēw,DET,det,1.0,after,2,1,2,0,NM_K35.conllu
11.0,nērang,NOUN,10.0,harw,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
11.0,nērang,NOUN,16.0,mānāg,ADJ,acl,5.0,after,2,3,2,0,NM_K35.conllu
14.0,kār,NOUN,12.0,andar,ADP,case,2.0,before,2,1,2,0,NM_K35.conllu
14.0,kār,NOUN,13.0,ān,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
17.0,passāzišn,NOUN,22.0,mānāg,ADJ,acl:relcl,5.0,after,1,4,1,0,NM_K35.conllu
19.0,saxwan,NOUN,18.0,ō,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
5.0,mēdyōmāh,PROPN,4.0,ī,DET,det,1.0,before,1,1,2,0,NM_K35.conllu
8.0,čāštag,NOUN,7.0,az,ADP,case,1.0,before,2,1,2,0,NM_K35.conllu
8.0,čāštag,NOUN,11.0,frārāstan,VERB,acl:relcl,3.0,after,2,3,1,1,NM_K35.conllu
16.0,nērang,NOUN,15.0,harw,DET,det,1.0,before,2,1,2,0,NM_K35.conllu
16.0,nērang,NOUN,17.0,ēw,NUM,nummod,1.0,after,2,1,2,0,NM_K35.conllu
19.0,čāštag,NOUN,18.0,pad,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
3.0,nērang,NOUN,2.0,ōy,PRON,nmod,1.0,before,1,1,2,0,NM_K35.conllu
11.0,dārišn,NOUN,10.0,pad,ADP,case,1.0,before,1,1,2,0,NM_K35.conllu
